indicator,country,year,value,region
Control of Corruption: Estimate,Mali,2006,-0.405284077,Western
Control of Corruption: Estimate,Mali,2007,-0.335154325,Western
Control of Corruption: Estimate,Mali,2008,-0.455023825,Western
Control of Corruption: Estimate,Mali,2009,-0.635681331,Western
Control of Corruption: Estimate,Mali,2010,-0.650766671,Western
Control of Corruption: Estimate,Mali,2011,-0.568382263,Western
Control of Corruption: Estimate,Mali,2012,-0.785093963,Western
Control of Corruption: Estimate,Mali,2013,-0.738361955,Western
Control of Corruption: Estimate,Mali,2014,-0.718530178,Western
Control of Corruption: Estimate,Mauritania,1996,-0.014623114,Western
Control of Corruption: Estimate,Mauritania,1998,-0.202146247,Western
Control of Corruption: Estimate,Mauritania,2000,-0.253376335,Western
Control of Corruption: Estimate,Mauritania,2002,0.234631717,Western
Control of Corruption: Estimate,Mauritania,2003,0.205491439,Western
Control of Corruption: Estimate,Mauritania,2004,-0.372007102,Western
Control of Corruption: Estimate,Mauritania,2005,-0.359770954,Western
Control of Corruption: Estimate,Mauritania,2006,-0.675716639,Western
Control of Corruption: Estimate,Mauritania,2007,-0.504398823,Western
Control of Corruption: Estimate,Mauritania,2008,-0.721408844,Western
Control of Corruption: Estimate,Mauritania,2009,-0.556061268,Western
Control of Corruption: Estimate,Mauritania,2010,-0.671020985,Western
Control of Corruption: Estimate,Mauritania,2011,-0.556527376,Western
Control of Corruption: Estimate,Mauritania,2012,-0.725639999,Western
Control of Corruption: Estimate,Mauritania,2013,-0.797520041,Western
Control of Corruption: Estimate,Mauritania,2014,-0.915579081,Western
Control of Corruption: Estimate,Mauritius,1996,0.544224203,Eastern
Control of Corruption: Estimate,Mauritius,1998,0.605978549,Eastern
Control of Corruption: Estimate,Mauritius,2000,0.549503982,Eastern
Control of Corruption: Estimate,Mauritius,2002,0.565122545,Eastern
Control of Corruption: Estimate,Mauritius,2003,0.427513778,Eastern
Control of Corruption: Estimate,Mauritius,2004,0.343916506,Eastern
Control of Corruption: Estimate,Mauritius,2005,0.398830175,Eastern
Control of Corruption: Estimate,Mauritius,2006,0.390539259,Eastern
Control of Corruption: Estimate,Mauritius,2007,0.494920135,Eastern
Control of Corruption: Estimate,Mauritius,2008,0.591578543,Eastern
Control of Corruption: Estimate,Mauritius,2009,0.629706264,Eastern
Control of Corruption: Estimate,Mauritius,2010,0.652759433,Eastern
Control of Corruption: Estimate,Mauritius,2011,0.630802095,Eastern
Control of Corruption: Estimate,Mauritius,2012,0.390894175,Eastern
Control of Corruption: Estimate,Mauritius,2013,0.359937191,Eastern
Control of Corruption: Estimate,Mauritius,2014,0.447957247,Eastern
Control of Corruption: Estimate,Mozambique,1996,-0.356238186,Eastern
Control of Corruption: Estimate,Mozambique,1998,-0.352172524,Eastern
Control of Corruption: Estimate,Mozambique,2000,-0.3990722,Eastern
Control of Corruption: Estimate,Mozambique,2002,-0.446163267,Eastern
Control of Corruption: Estimate,Mozambique,2003,-0.584910512,Eastern
Control of Corruption: Estimate,Mozambique,2004,-0.593226671,Eastern
Control of Corruption: Estimate,Mozambique,2005,-0.541454732,Eastern
Control of Corruption: Estimate,Mozambique,2006,-0.596308887,Eastern
Control of Corruption: Estimate,Mozambique,2007,-0.494207472,Eastern
Control of Corruption: Estimate,Mozambique,2008,-0.474126875,Eastern
Control of Corruption: Estimate,Mozambique,2009,-0.421019763,Eastern
Control of Corruption: Estimate,Mozambique,2010,-0.429182142,Eastern
Control of Corruption: Estimate,Mozambique,2011,-0.490775734,Eastern
Control of Corruption: Estimate,Mozambique,2012,-0.577031195,Eastern
Control of Corruption: Estimate,Mozambique,2013,-0.636260629,Eastern
Control of Corruption: Estimate,Mozambique,2014,-0.702652812,Eastern
Control of Corruption: Estimate,Namibia,1996,0.709735155,Southern
Control of Corruption: Estimate,Namibia,1998,0.592469275,Southern
Control of Corruption: Estimate,Namibia,2000,0.473544627,Southern
Control of Corruption: Estimate,Namibia,2002,-0.043925405,Southern
Control of Corruption: Estimate,Namibia,2003,0.179763168,Southern
Control of Corruption: Estimate,Namibia,2004,0.121797718,Southern
Control of Corruption: Estimate,Namibia,2005,0.179131076,Southern
Control of Corruption: Estimate,Namibia,2006,0.167765677,Southern
Control of Corruption: Estimate,Namibia,2007,0.262119353,Southern
Control of Corruption: Estimate,Namibia,2008,0.564744532,Southern
Control of Corruption: Estimate,Namibia,2009,0.248582169,Southern
Control of Corruption: Estimate,Namibia,2010,0.317617804,Southern
Control of Corruption: Estimate,Namibia,2011,0.294442564,Southern
Control of Corruption: Estimate,Namibia,2012,0.292333484,Southern
Control of Corruption: Estimate,Namibia,2013,0.284475505,Southern
Control of Corruption: Estimate,Namibia,2014,0.234230176,Southern
Control of Corruption: Estimate,Niger,1996,-1.090980411,Western
Control of Corruption: Estimate,Niger,1998,-1.03404367,Western
Control of Corruption: Estimate,Niger,2000,-0.94067049,Western
Control of Corruption: Estimate,Niger,2002,-1.067721725,Western
Control of Corruption: Estimate,Niger,2003,-1.023349762,Western
Control of Corruption: Estimate,Niger,2004,-0.849194229,Western
Control of Corruption: Estimate,Niger,2005,-0.725292444,Western
Control of Corruption: Estimate,Niger,2006,-0.854506373,Western
Control of Corruption: Estimate,Niger,2007,-0.776496232,Western
Control of Corruption: Estimate,Niger,2008,-0.750296414,Western
Control of Corruption: Estimate,Niger,2009,-0.608583748,Western
Control of Corruption: Estimate,Niger,2010,-0.667617559,Western
Control of Corruption: Estimate,Niger,2011,-0.593805015,Western
Control of Corruption: Estimate,Niger,2012,-0.633021235,Western
Control of Corruption: Estimate,Niger,2013,-0.560547709,Western
Control of Corruption: Estimate,Niger,2014,-0.629819572,Western
Control of Corruption: Estimate,Nigeria,1996,-1.15256238,Western
Control of Corruption: Estimate,Nigeria,1998,-1.067921162,Western
Control of Corruption: Estimate,Nigeria,2000,-1.126223326,Western
Control of Corruption: Estimate,Nigeria,2002,-1.333274603,Western
Control of Corruption: Estimate,Nigeria,2003,-1.320129156,Western
Control of Corruption: Estimate,Nigeria,2004,-1.304501295,Western
Control of Corruption: Estimate,Nigeria,2005,-1.15879035,Western
Control of Corruption: Estimate,Nigeria,2006,-1.07408309,Western
Control of Corruption: Estimate,Nigeria,2007,-0.983503401,Western
Control of Corruption: Estimate,Nigeria,2008,-0.811054409,Western
Control of Corruption: Estimate,Nigeria,2009,-0.976468921,Western
Control of Corruption: Estimate,Nigeria,2010,-0.997326612,Western
Control of Corruption: Estimate,Nigeria,2011,-1.134160757,Western
Control of Corruption: Estimate,Nigeria,2012,-1.146298766,Western
Control of Corruption: Estimate,Nigeria,2013,-1.201796651,Western
Control of Corruption: Estimate,Nigeria,2014,-1.273149729,Western
Control of Corruption: Estimate,Rwanda,1996,-0.930731416,Eastern
Control of Corruption: Estimate,Rwanda,1998,-0.784573913,Eastern
Control of Corruption: Estimate,Rwanda,2000,-0.645411074,Eastern
Control of Corruption: Estimate,Rwanda,2002,-0.462244391,Eastern
Control of Corruption: Estimate,Rwanda,2003,-0.60455507,Eastern
Control of Corruption: Estimate,Rwanda,2004,-0.478096336,Eastern
Control of Corruption: Estimate,Rwanda,2005,-0.74160552,Eastern
Control of Corruption: Estimate,Rwanda,2006,-0.172137946,Eastern
Control of Corruption: Estimate,Rwanda,2007,0.014227863,Eastern
Control of Corruption: Estimate,Rwanda,2008,0.139370754,Eastern
Control of Corruption: Estimate,Rwanda,2009,0.133075252,Eastern
Control of Corruption: Estimate,Rwanda,2010,0.462566197,Eastern
Control of Corruption: Estimate,Rwanda,2011,0.428638011,Eastern
Control of Corruption: Estimate,Rwanda,2012,0.647547483,Eastern
Control of Corruption: Estimate,Rwanda,2013,0.639573872,Eastern
Control of Corruption: Estimate,Rwanda,2014,0.829795122,Eastern
Control of Corruption: Estimate,Sao Tome and Principe,1996,-0.014623114,Central
Control of Corruption: Estimate,Sao Tome and Principe,1998,-0.516434729,Central
Control of Corruption: Estimate,Sao Tome and Principe,2000,-0.080247082,Central
Control of Corruption: Estimate,Sao Tome and Principe,2002,-0.31795907,Central
Control of Corruption: Estimate,Sao Tome and Principe,2003,-0.606583834,Central
Control of Corruption: Estimate,Sao Tome and Principe,2004,-0.60205394,Central
Control of Corruption: Estimate,Sao Tome and Principe,2005,-0.860092759,Central
Control of Corruption: Estimate,Sao Tome and Principe,2006,-0.538795769,Central
Control of Corruption: Estimate,Sao Tome and Principe,2007,-0.477900296,Central
Control of Corruption: Estimate,Sao Tome and Principe,2008,-0.449491233,Central
Control of Corruption: Estimate,Sao Tome and Principe,2009,-0.391897827,Central
Control of Corruption: Estimate,Sao Tome and Principe,2010,-0.434616536,Central
Control of Corruption: Estimate,Sao Tome and Principe,2011,-0.366273642,Central
Control of Corruption: Estimate,Sao Tome and Principe,2012,-0.393704563,Central
Control of Corruption: Estimate,Sao Tome and Principe,2013,-0.382465333,Central
Control of Corruption: Estimate,Sao Tome and Principe,2014,-0.157341853,Central
Control of Corruption: Estimate,Senegal,1996,-0.221413642,Western
Control of Corruption: Estimate,Senegal,1998,-0.196166784,Western
Control of Corruption: Estimate,Senegal,2000,-0.112979792,Western
Control of Corruption: Estimate,Senegal,2002,0.309991628,Western
Control of Corruption: Estimate,Senegal,2003,-0.143113211,Western
Control of Corruption: Estimate,Senegal,2004,-0.054972477,Western
Control of Corruption: Estimate,Senegal,2005,-0.029073734,Western
Control of Corruption: Estimate,Senegal,2006,-0.434696406,Western
Control of Corruption: Estimate,Senegal,2007,-0.553363681,Western
Control of Corruption: Estimate,Senegal,2008,-0.53542465,Western
Control of Corruption: Estimate,Senegal,2009,-0.528086364,Western
Control of Corruption: Estimate,Senegal,2010,-0.693868577,Western
Control of Corruption: Estimate,Senegal,2011,-0.527572036,Western
Control of Corruption: Estimate,Senegal,2012,-0.292149812,Western
Control of Corruption: Estimate,Senegal,2013,-0.276310235,Western
Control of Corruption: Estimate,Senegal,2014,0.017469976,Western
Control of Corruption: Estimate,Seychelles,1996,0.901485145,Eastern
Control of Corruption: Estimate,Seychelles,1998,0.22313717,Eastern
Control of Corruption: Estimate,Seychelles,2000,0.464429259,Eastern
Control of Corruption: Estimate,Seychelles,2002,0.306774378,Eastern
Control of Corruption: Estimate,Seychelles,2003,0.327270746,Eastern
Control of Corruption: Estimate,Seychelles,2004,0.202042758,Eastern
Control of Corruption: Estimate,Seychelles,2005,0.142946839,Eastern
Control of Corruption: Estimate,Seychelles,2006,0.092880122,Eastern
Control of Corruption: Estimate,Seychelles,2007,0.188696682,Eastern
Control of Corruption: Estimate,Seychelles,2008,0.245717019,Eastern
Control of Corruption: Estimate,Seychelles,2009,0.313525021,Eastern
Control of Corruption: Estimate,Seychelles,2010,0.292838246,Eastern
Control of Corruption: Estimate,Seychelles,2011,0.25488615,Eastern
Control of Corruption: Estimate,Seychelles,2012,0.333638549,Eastern
Control of Corruption: Estimate,Seychelles,2013,0.385605097,Eastern
Control of Corruption: Estimate,Seychelles,2014,0.371826261,Eastern
Control of Corruption: Estimate,Sierra Leone,1996,-0.773554325,Western
Control of Corruption: Estimate,Sierra Leone,1998,-0.870935082,Western
Control of Corruption: Estimate,Sierra Leone,2000,-0.912776649,Western
Control of Corruption: Estimate,Sierra Leone,2002,-0.747114122,Western
Control of Corruption: Estimate,Sierra Leone,2003,-0.907202601,Western
Control of Corruption: Estimate,Sierra Leone,2004,-0.876574755,Western
Control of Corruption: Estimate,Sierra Leone,2005,-1.094539523,Western
Control of Corruption: Estimate,Sierra Leone,2006,-1.05024755,Western
Control of Corruption: Estimate,Sierra Leone,2007,-0.89561069,Western
Control of Corruption: Estimate,Sierra Leone,2008,-0.963051736,Western
Control of Corruption: Estimate,Sierra Leone,2009,-0.938531041,Western
Control of Corruption: Estimate,Sierra Leone,2010,-0.77319032,Western
Control of Corruption: Estimate,Sierra Leone,2011,-0.832603037,Western
Control of Corruption: Estimate,Sierra Leone,2012,-0.951817334,Western
Control of Corruption: Estimate,Sierra Leone,2013,-0.906574547,Western
Control of Corruption: Estimate,Sierra Leone,2014,-0.94774574,Western
Control of Corruption: Estimate,Somalia,1996,-1.740032315,Eastern
Control of Corruption: Estimate,Somalia,1998,-1.781597853,Eastern
Control of Corruption: Estimate,Somalia,2000,-1.784258246,Eastern
Control of Corruption: Estimate,Somalia,2002,-1.167219043,Eastern
Control of Corruption: Estimate,Somalia,2003,-1.799359083,Eastern
Control of Corruption: Estimate,Somalia,2004,-1.783972859,Eastern
Control of Corruption: Estimate,Somalia,2005,-1.678744435,Eastern
Control of Corruption: Estimate,Somalia,2006,-1.843490362,Eastern
Control of Corruption: Estimate,Somalia,2007,-1.896752834,Eastern
Control of Corruption: Estimate,Somalia,2008,-1.92404592,Eastern
Control of Corruption: Estimate,Somalia,2009,-1.722720027,Eastern
Control of Corruption: Estimate,Somalia,2010,-1.738751292,Eastern
Control of Corruption: Estimate,Somalia,2011,-1.696903825,Eastern
Control of Corruption: Estimate,Somalia,2012,-1.590732694,Eastern
Control of Corruption: Estimate,Somalia,2013,-1.58430469,Eastern
Control of Corruption: Estimate,Somalia,2014,-1.687165618,Eastern
Control of Corruption: Estimate,South Africa,1996,0.760918677,Southern
Control of Corruption: Estimate,South Africa,1998,0.650558531,Southern
Control of Corruption: Estimate,South Africa,2000,0.612061262,Southern
Control of Corruption: Estimate,South Africa,2002,0.390923381,Southern
Control of Corruption: Estimate,South Africa,2003,0.33611986,Southern
Control of Corruption: Estimate,South Africa,2004,0.480212837,Southern
Control of Corruption: Estimate,South Africa,2005,0.580777824,Southern
Control of Corruption: Estimate,South Africa,2006,0.432334572,Southern
Control of Corruption: Estimate,South Africa,2007,0.219553843,Southern
Control of Corruption: Estimate,South Africa,2008,0.161738381,Southern
Control of Corruption: Estimate,South Africa,2009,0.143405423,Southern
Control of Corruption: Estimate,South Africa,2010,0.092799075,Southern
Control of Corruption: Estimate,South Africa,2011,0.027325435,Southern
Control of Corruption: Estimate,South Africa,2012,-0.165250883,Southern
Control of Corruption: Estimate,South Africa,2013,-0.125960976,Southern
Control of Corruption: Estimate,South Africa,2014,-0.113314249,Southern
Control of Corruption: Estimate,South Sudan,1996,null,Eastern
Control of Corruption: Estimate,South Sudan,1998,null,Eastern
Control of Corruption: Estimate,South Sudan,2000,null,Eastern
Control of Corruption: Estimate,South Sudan,2002,null,Eastern
Control of Corruption: Estimate,South Sudan,2003,null,Eastern
Control of Corruption: Estimate,South Sudan,2004,null,Eastern
Control of Corruption: Estimate,South Sudan,2005,null,Eastern
Control of Corruption: Estimate,South Sudan,2006,null,Eastern
Control of Corruption: Estimate,South Sudan,2007,null,Eastern
Control of Corruption: Estimate,South Sudan,2008,null,Eastern
Control of Corruption: Estimate,South Sudan,2009,null,Eastern
Control of Corruption: Estimate,South Sudan,2010,-0.773424625,Eastern
Control of Corruption: Estimate,South Sudan,2011,-1.630662322,Eastern
Control of Corruption: Estimate,South Sudan,2012,-1.341986895,Eastern
